,level_0,Unnamed: 0,index,Unnamed: 0.1,Text,Label,processed
472,472,472,472,472,hey still shows study billionaires amp bitcoin fundamentals,0,hey still show study billionaire amp bitcoin fundamental
473,473,473,473,473,new xtblock reward wo xtt b wo xtt b referral pool start airdrop b,0,new xtblock reward wo xtt b wo xtt b referral pool start airdrop b
474,474,474,474,474,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
475,475,475,475,475,stage,0,stage
476,476,476,476,476,bitcoin btc makes historical weekly close crypto market cap breaches trillion,0,bitcoin btc make historical weekly close crypto market cap breach trillion
477,477,477,477,477,grayscale looks seeking restructure bitcoin trust physically backed fund sec approved bitcoin,1,grayscale look seek restructure bitcoin trust physically back fund sec approve bitcoin
478,478,478,478,478,ready moon price,1,ready moon price
479,479,479,479,479,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
480,480,480,480,480,retweet believe hit k tomorrow,0,retweet believe hit k tomorrow
481,481,481,481,481,bitcoin trending higher trade smart reliable stable broker capital com get everything need seize,1,bitcoin trend high trade smart reliable stable broker capital com get everything need seize
482,482,482,482,482,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
483,483,483,483,483,massive adoption,1,massive adoption
484,484,484,484,484,hundreds india small cities towns generation hardly experience stocks bond,0,hundred india small city town generation hardly experience stock bond
485,485,485,485,485,hi danny live pool happy help new delegators suppo,1,hi danny live pool happy help new delegator suppo
486,486,486,486,486,grayscale said close filing convert bitcoin fund spot etf cnbc,0,grayscale say close filing convert bitcoin fund spot etf cnbc
487,487,487,487,487,genius tokens airdrop reward wo gnus referral reward wo gnus top refer,0,genius tokens airdrop reward wo gnus referral reward wo gnus top refer
488,488,488,488,488,done hopefully chosen one giveaway thank oppo,0,do hopefully choose one giveaway thank oppo
489,489,489,489,489,giveaway rt amp join tg reply proof hours cisla decentral,0,giveaway rt amp join tg reply proof hour cisla decentral
490,490,490,490,490,reason members parliament want adopt bitcoin uk got l,0,reason member parliament want adopt bitcoin uk get l
491,491,491,491,491,make investment priority life secure future know say grateful,0,make investment priority life secure future know say grateful
492,492,492,492,492,one amp company owns one country bitcoin legal tender early,0,one amp company own one country bitcoin legal tender early
493,493,493,493,493,target highest ever weekly close tonight,0,target high ever weekly close tonight
494,494,494,494,494,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
495,495,495,495,495,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
496,496,496,496,496,red floki inu airdrop get free wo redflokijoining link tasks free bnb,0,red floki inu airdrop get free wo redflokijoine link task free bnb
497,497,497,497,497,cryptocom need sort kinks watch become giant crypto game,1,cryptocom need sort kink watch become giant crypto game
498,498,498,498,498,lovecoin giveaway raffle contestretweet post amp post lovecoin address comment section,0,lovecoin giveaway raffle contestretweet post amp post lovecoin address comment section
499,499,499,499,499,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
500,500,500,500,500,bitcoin closed weekly candle highest history journey bullish years never,0,bitcoin close weekly candle high history journey bullish year never
501,501,501,501,501,every monday another week work sta well enjoy ever,0,every monday another week work sta well enjoy ever
502,502,502,502,502,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
503,503,503,503,503,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
504,504,504,504,504,doge longed ftx doge perpfool dont short bitcoin bitcoi,0,doge long ftx doge perpfool do nt short bitcoin bitcoi
505,505,505,505,505,buy wale whitepaper litepaper understand project double market,0,buy wale whitepaper litepaper understand project double market
506,506,506,506,506,random person follow like,1,random person follow like
507,507,507,507,507,sec approved futures etf proshares,1,sec approve future etf proshare
508,508,508,508,508,crypto network team sending bnb lucky wallet follow tasks free bnb follow retweet,1,crypto network team send bnb lucky wallet follow task free bnb follow retweet
509,509,509,509,509,pullback increases chances new time high short term like eth sol matic,0,pullback increase chance new time high short term like eth sol matic
510,510,510,510,510,bitcoin k usdthis going crazy end year,1,bitcoin k usdthis go crazy end year
511,511,511,511,511,pay lightning specify amount enter name n,0,pay lightning specify amount enter name n
512,512,512,512,512,addresses holding gt reach time high,1,address hold gt reach time high
513,513,513,513,513,keep simple keep fast,0,keep simple keep fast
514,514,514,514,514,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
515,515,515,515,515,give bitcoin please need money want give amount bitcoin plea,0,give bitcoin please need money want give amount bitcoin plea
516,516,516,516,516,highest weekly close ever bitcoin,0,high weekly close ever bitcoin
517,517,517,517,517,celebrate recent milestones giving away prize crypto one lucky follower follow us like,1,celebrate recent milestone give away prize crypto one lucky follower follow we like
518,518,518,518,518,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
519,519,519,519,519,soft cash airdrop task soft referral soft airdrop l,0,soft cash airdrop task soft referral soft airdrop l
520,520,520,520,520,making long trap,0,make long trap
521,521,521,521,521,dear amp since given great responsibilities mofa amp afghan mili bank r,1,dear amp since give great responsibility mofa amp afghan mili bank r
522,522,522,522,522,big day beautiful day giving away nft lucky people need,1,big day beautiful day give away nft lucky people need
523,523,523,523,523,think also big volatility already seen bull run k k k k k,0,think also big volatility already see bull run k k k k k
524,524,524,524,524,lovecoin giveaway raffle contestretweet post amp post lovecoin address comment section b,0,lovecoin giveaway raffle contestretweet post amp post lovecoin address comment section b
525,525,525,525,525,done hopefully chosen one giveaway thank oppo,0,do hopefully choose one giveaway thank oppo
526,526,526,526,526,investing today save stress financial crisis tomorrow live kind life want,0,invest today save stress financial crisis tomorrow live kind life want
527,527,527,527,527,im sure kids hack things mine bitcoin shoot rabbits yrs time,1,I m sure kid hack thing mine bitcoin shoot rabbit yr time
528,528,528,528,528,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
529,529,529,529,529,project looks interesting interested support project su,1,project look interesting interested support project su
530,530,530,530,530,gm except nym accounts followers picture woman low cut top asking long fo,0,gm except nym account follower picture woman low cut top ask long fo
531,531,531,531,531,breaking futures etf valkyrie officially approved,0,break future etf valkyrie officially approve
532,532,532,532,532,dirt cheap sma starlink internet worldwide intelligence rise digital prope,1,dirt cheap sma starlink internet worldwide intelligence rise digital prope
533,533,533,533,533,keep simple keep fast,0,keep simple keep fast
534,534,534,534,534,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
535,535,535,535,535,killerbox airdropget tkb tokensjoin airdrop tasks free bnb,1,killerbox airdropget tkb tokensjoin airdrop task free bnb
536,536,536,536,536,wait everyone understands able afford,1,wait everyone understand able afford
537,537,537,537,537,profits btc bot analysis days ago max btc reached,0,profit btc bot analysis day ago max btc reach
538,538,538,538,538,away price discovery btc,1,away price discovery btc
539,539,539,539,539,locgame spotlight series satoshi nakamoto one blockbuster characters satoshi nakamoto hes anonymous,0,locgame spotlight series satoshi nakamoto one blockbuster character satoshi nakamoto he s anonymous
540,540,540,540,540,bitcoin holders purchased bitcoin four years ago today bull run,0,bitcoin holder purchase bitcoin four year ago today bull run
541,541,541,541,541,new bitcoin futures etfs could mean btc institutional liquidity year end,1,new bitcoin future etfs could mean btc institutional liquidity year end
542,542,542,542,542,btc daily technical outlook btc printed strong weekly closing highest ever weekly closing bitcoins,0,btc daily technical outlook btc print strong weekly closing highest ever weekly closing bitcoin
543,543,543,543,543,billionaires backing bitcoin gold say ethereum even better crypto crypto news,1,billionaire back bitcoin gold say ethereum even well crypto crypto news
544,544,544,544,544,hey guys sunday hope went well merge powering nothing go wrong,1,hey guy sunday hope go well merge power nothing go wrong
545,545,545,545,545,think approval first us open doors adoption,0,think approval first we open door adoption
546,546,546,546,546,daily crypto update,0,daily crypto update
547,547,547,547,547,thrilled announce featured secures,1,thrill announce feature secure
548,548,548,548,548,bux token trading competition trade share bux prize pool,0,bux token trading competition trade share bux prize pool
549,549,549,549,549,record open interest cme bitcoin futures represents increased institutional pa repo c,1,record open interest cme bitcoin future represent increase institutional pa repo c
550,550,550,550,550,pullback increases chances new time high short term like eth sol matic,0,pullback increase chance new time high short term like eth sol matic
551,551,551,551,551,cme sees record open interest bitcoin futures ahead etf debut,1,cme see record open interest bitcoin future ahead etf debut
552,552,552,552,552,done hopefully chosen one giveaway thank oppo,0,do hopefully choose one giveaway thank oppo
553,553,553,553,553,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
554,554,554,554,554,lmfao dickhead ted cruz really said bitcoin mining solve texas outdated eroding power grid ya,0,lmfao dickhead ted cruz really say bitcoin mining solve texas outdate erode power grid ya
555,555,555,555,555,dogenomics airdrop get free wo dogen cake follow tasks follow retweet amp tag friend,0,dogenomic airdrop get free wo dogen cake follow task follow retweet amp tag friend
556,556,556,556,556,mtgox victims receive bitcoin trustee speaking prope,0,mtgox victim receive bitcoin trustee speak prope
557,557,557,557,557,bitcoin type digital currency record transactions maintained new units currency gene,0,bitcoin type digital currency record transaction maintain new unit currency gene
558,558,558,558,558,first debut week waiting eight years big deal exp,0,first debut week wait eight year big deal exp
559,559,559,559,559,nothing scarier watching sibling teach year old mother invest bitcoin,0,nothing scarier watch sibling teach year old mother invest bitcoin
560,560,560,560,560,great project like project join guys,1,great project like project join guy
561,561,561,561,561,fiat journalism cancer fixes,0,fiat journalism cancer fix
562,562,562,562,562,buy btc little us tack ats terms credit card new users enjoy credit debit card fees instal,0,buy btc little we tack ats term credit card new user enjoy credit debit card fee instal
563,563,563,563,563,bitcoin become hot commodity among speculators bitcoin reason hope money fixed,1,bitcoin become hot commodity among speculator bitcoin reason hope money fix
564,564,564,564,564,crypto network team sending bnb lucky wallet follow tasks free bnb follow retweet,1,crypto network team send bnb lucky wallet follow task free bnb follow retweet
565,565,565,565,565,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
566,566,566,566,566,love bitcoin,1,love bitcoin
567,567,567,567,567,show someone power minute ask install android ios,0,show someone power minute ask install android io
568,568,568,568,568,tribute jiangnan singapore made remarkable journey walk run,1,tribute jiangnan singapore make remarkable journey walk run
569,569,569,569,569,crypto network team sending bnb lucky wallet follow tasks free bnb follow retweet,1,crypto network team send bnb lucky wallet follow task free bnb follow retweet
570,570,570,570,570,morning update th oct trend bullish amp support resistance,0,morning update th oct trend bullish amp support resistance
571,571,571,571,571,million people downloaded chivo bitcoin wallet amounting percent population crypto continu,0,million people download chivo bitcoin wallet amount percent population crypto continu
572,572,572,572,572,registered financial intelligence authority uganda bitcoin increases value c,0,register financial intelligence authority uganda bitcoin increase value c
573,573,573,573,573,bit advice take leave course nonethel,0,bit advice take leave course nonethel
574,574,574,574,574,options volume open interest exploded higher month october open interest incredible,1,option volume open interest explode high month october open interest incredible
575,575,575,575,575,today gift eth lucky follower tweet,1,today gift eth lucky follower tweet
576,576,576,576,576,lve bts yes kg var yedek hesap backup account,0,lve bt yes kg var yedek hesap backup account
577,577,577,577,577,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
578,578,578,578,578,new rippr gaming reward ripr k ripr k referral pool start airdrop bot h,0,new rippr gaming reward ripr k ripr k referral pool start airdrop bot h
579,579,579,579,579,flying bitup rewards holders passive incoming holdingautomatic btc rewards,0,fly bitup reward holder passive incoming holdingautomatic btc reward
580,580,580,580,580,fixes,0,fix
581,581,581,581,581,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
582,582,582,582,582,awesome oscillator technical analysis make move dont miss,1,awesome oscillator technical analysis make move do nt miss
583,583,583,583,583,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
584,584,584,584,584,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
585,585,585,585,585,bitcoin ar k,0,bitcoin ar k
586,586,586,586,586,wait everyone understands able afford,1,wait everyone understand able afford
587,587,587,587,587,best thing industry whole force bitcoin higher exactly going,0,good thing industry whole force bitcoin high exactly go
588,588,588,588,588,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
589,589,589,589,589,quikyield airdrop task million qyu total airdrop pool listed pancakeswap sushiwap,1,quikyield airdrop task million qyu total airdrop pool list pancakeswap sushiwap
590,590,590,590,590,pakistanis want dharna man want teach crypto man loss money haram future tr,0,pakistani want dharna man want teach crypto man loss money haram future tr
591,591,591,591,591,good project,1,good project
592,592,592,592,592,best thing industry whole force bitcoin higher exactly going,0,good thing industry whole force bitcoin high exactly go
593,593,593,593,593,bitcoin closed weekly candle highest history journey bullish years never,0,bitcoin close weekly candle high history journey bullish year never
594,594,594,594,594,keep simple keep fast,0,keep simple keep fast
595,595,595,595,595,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
596,596,596,596,596,cryptocurrencies digital tokens issued governments backed commodities,0,cryptocurrencie digital token issue government back commodity
597,597,597,597,597,bears may run lines redraw relatively soon,0,bear may run line redraw relatively soon
598,598,598,598,598,olympic doge airdrop task millon olympicdoge referral millon olympicdoge airdrop,0,olympic doge airdrop task millon olympicdoge referral millon olympicdoge airdrop
599,599,599,599,599,would institutions buy bitcoin futures etf access cme imo another way hedge funds,0,would institution buy bitcoin future etf access cme imo another way hedge fund
600,600,600,600,600,believe top bitcoin likely occur around leading multi year bear market,1,believe top bitcoin likely occur around lead multi year bear market
601,601,601,601,601,k weekend correction targets ath amid anticipated futures etf market wat,0,k weekend correction target ath amid anticipate future etf market wat
602,602,602,602,602,rarely respond disrespectful trolls ill make exception past performance literally h,1,rarely respond disrespectful troll ill make exception past performance literally h
603,603,603,603,603,thrilled announce featured secures,1,thrill announce feature secure
604,604,604,604,604,lovecoin giveaway raffle contestretweet post amp post lovecoin address comment section,0,lovecoin giveaway raffle contestretweet post amp post lovecoin address comment section
605,605,605,605,605,parabolic run lead altcoin season like people never seen,1,parabolic run lead altcoin season like people never see
606,606,606,606,606,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
607,607,607,607,607,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
608,608,608,608,608,dollar perpetually depreciating thoughts,0,dollar perpetually depreciate thought
609,609,609,609,609,turn post notifications surprise dm person,0,turn post notification surprise dm person
610,610,610,610,610,let start game days good luck geckos,1,let start game day good luck geckos
611,611,611,611,611,magic circle pivot points bitstamp btcusd philback,1,magic circle pivot point bitstamp btcusd philback
612,612,612,612,612,good project,1,good project
613,613,613,613,613,guys game time weeks revolution ask serve hot fresh sit back,0,guy game time week revolution ask serve hot fresh sit back
614,614,614,614,614,crypto news alphabit digital currency fund deploys initial investment protocol initiates coverage,0,crypto news alphabit digital currency fund deploy initial investment protocol initiate coverage
615,615,615,615,615,keep simple keep fast,0,keep simple keep fast
616,616,616,616,616,bitcoin rallied close mark ahead speculation regarding bitcoin futures etf launch monday,0,bitcoin rally close mark ahead speculation regard bitcoin future etf launch monday
617,617,617,617,617,buy rumor buy news buy dip light fuse btc,1,buy rumor buy news buy dip light fuse btc
618,618,618,618,618,meme contest gfn launches october th enter create meme comment,0,meme contest gfn launch october th enter create meme comment
619,619,619,619,619,closure tonight spaces mark bitcoin maxis preston mark cuban ask stop talking,0,closure tonight space mark bitcoin maxis preston mark cuban ask stop talk
620,620,620,620,620,safemoon safe moon mining crypto currency usa ship,1,safemoon safe moon mining crypto currency usa ship
621,621,621,621,621,buying vote government controlled currency,0,buying vote government control currency
622,622,622,622,622,chan biz coin mentions past hour bitcoin chainlink ethereum interne,1,chan biz coin mention past hour bitcoin chainlink ethereum interne
623,623,623,623,623,reddit r cryptocurrency dd coin mentions past hour bitcoin cardano polygon,1,reddit r cryptocurrency dd coin mention past hour bitcoin cardano polygon
624,624,624,624,624,fantom rises rest market stays quiet ahead bitcoin etf launch,0,fantom rise rest market stay quiet ahead bitcoin etf launch
625,625,625,625,625,latest collection nft shi grab collab,1,late collection nft shi grab collab
626,626,626,626,626,whats happening first,0,what s happen first
627,627,627,627,627,wise man said rt tweet day q maximum supply rt,1,wise man say rt tweet day q maximum supply rt
628,628,628,628,628,offense yey,0,offense yey
629,629,629,629,629,ceo comes announce increased prices due limited supply increased demand cc htt,0,ceo come announce increase price due limited supply increase demand cc htt
630,630,630,630,630,guys game time weeks revolution ask serve hot fresh sit back,0,guy game time week revolution ask serve hot fresh sit back
631,631,631,631,631,bitcoin btc current price h h,0,bitcoin btc current price h h
632,632,632,632,632,best thing industry whole force bitcoin higher exactly going,0,good thing industry whole force bitcoin high exactly go
633,633,633,633,633,trade btc eth,0,trade btc eth
634,634,634,634,634,next gem look cloud streamed thanks nvidia technology tipsywor,0,next gem look cloud stream thank nvidia technology tipsywor
635,635,635,635,635,au listed,0,au list
636,636,636,636,636,bitcoin holders purchased bitcoin four years ago today bull run,0,bitcoin holder purchase bitcoin four year ago today bull run
637,637,637,637,637,flash loan coin strike could flash loanedmore info bio au,0,flash loan coin strike could flash loanedmore info bio au
638,638,638,638,638,record open interest cme bitcoin futures represents increased institutional pa repo c,1,record open interest cme bitcoin future represent increase institutional pa repo c
639,639,639,639,639,lovecoin giveaway raffle contestretweet post amp post lovecoin address comment section,0,lovecoin giveaway raffle contestretweet post amp post lovecoin address comment section
640,640,640,640,640,buy bitcoin online yellow card wallet signup start trading lucrative currency sig,0,buy bitcoin online yellow card wallet signup start trade lucrative currency sig
641,641,641,641,641,roi exchange airdropget frg exchange tokens miss exchange airdrop join,0,roi exchange airdropget frg exchange token miss exchange airdrop join
642,642,642,642,642,gm ready real life,0,gm ready real life
643,643,643,643,643,crypto network team sending bnb lucky wallet follow tasks free bnb follow retweet,1,crypto network team send bnb lucky wallet follow task free bnb follow retweet
644,644,644,644,644,keep simple keep fast,0,keep simple keep fast
645,645,645,645,645,community question next coins coming bitcoin doge,0,community question next coin come bitcoin doge
646,646,646,646,646,maxi mark youre gazillionaire thats promote people get rekt doesnt affect,0,maxi mark you re gazillionaire that s promote people get rekt do nt affect
647,647,647,647,647,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
648,648,648,648,648,bitcoin biggest volume become kind default theres set fixed number bitcoin thatll,1,bitcoin big volume become kind default there s set fix number bitcoin that ll
649,649,649,649,649,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
650,650,650,650,650,community question next coins coming bitcoin doge,0,community question next coin come bitcoin doge
651,651,651,651,651,scrypts xiaohui liu explores smart contracts amp computation bitcoin coingeek new york,1,scrypt xiaohui liu explore smart contract amp computation bitcoin coingeek new york
652,652,652,652,652,usdt buy target target target leverage x,0,usdt buy target target target leverage x
653,653,653,653,653,wicked monarch airdrop task nfts total airdrop pool referral po,1,wicked monarch airdrop task nft total airdrop pool referral po
654,654,654,654,654,performance year ethereum bitcoin nvidia google snapchat microsoft salesforc,0,performance year ethereum bitcoin nvidia google snapchat microsoft salesforc
655,655,655,655,655,current price,0,current price
656,656,656,656,656,best online home jobs earn money bitcoin cryptocurrency forex cfx cashfx via,0,good online home job earn money bitcoin cryptocurrency forex cfx cashfx via
657,657,657,657,657,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
658,658,658,658,658,rvl pump close close already smell itok let ride,0,rvl pump close close already smell itok let ride
659,659,659,659,659,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
660,660,660,660,660,completed online course titled everybody fantastic hour course offered fo,0,complete online course title everybody fantastic hour course offer fo
661,661,661,661,661,k weekend correction bitcoin targets ath amid anticipated futures etf market watch,0,k weekend correction bitcoin target ath amid anticipate future etf market watch
662,662,662,662,662,zombie ape getting ready halloween accumulating apes nft,1,zombie ape get ready halloween accumulate ape nft
663,663,663,663,663,crypto network team sending bnb lucky wallet follow tasks free bnb follow retweet,1,crypto network team send bnb lucky wallet follow task free bnb follow retweet
664,664,664,664,664,trending post price prints highest weekly close history via,0,trend post price print high weekly close history via
665,665,665,665,665,bitcoin decentralized currency world currency called cryptocurrency could actually,1,bitcoin decentralize currency world currency call cryptocurrency could actually
666,666,666,666,666,traders global business airdrop task tgb referral tgb airdro,0,trader global business airdrop task tgb referral tgb airdro
667,667,667,667,667,btc bestask exchange coindcx price buy btc inr bestbid exchange w,0,btc bestask exchange coindcx price buy btc inr bestbid exchange w
668,668,668,668,668,mind blowing project unique token ever encountered,1,mind blow project unique token ever encounter
669,669,669,669,669,think bull market,0,think bull market
670,670,670,670,670,ethereum keeps reducing time hard trade manually bitcoin easy btc wo,0,ethereum keep reduce time hard trade manually bitcoin easy btc wo
671,671,671,671,671,new hero arena reward hera hera referral pool start airdrop bot h,0,new hero arena reward hera hera referral pool start airdrop bot h
672,672,672,672,672,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
673,673,673,673,673,zombie ape getting ready halloween accumulating apes nft,1,zombie ape get ready halloween accumulate ape nft
674,674,674,674,674,know type cryptocurrency uses cryptography keel secure physical bitcoins,0,know type cryptocurrency use cryptography keel secure physical bitcoin
675,675,675,675,675,bitcoin cash,0,bitcoin cash
676,676,676,676,676,keep simple keep fast,0,keep simple keep fast
677,677,677,677,677,updatedepend last update price rejected k k prz moment import,0,updatedepend last update price reject k k prz moment import
678,678,678,678,678,giveaway rt amp join tg reply proof hours cisla decentral,0,giveaway rt amp join tg reply proof hour cisla decentral
679,679,679,679,679,need pet otter,1,need pet otter
680,680,680,680,680,dips getting eaten fast k buy sent right back mcapinsane adve campaign chine,0,dip getting eat fast k buy send right back mcapinsane adve campaign chine
681,681,681,681,681,chart shows youre better buying bitcoin future etf investors new bitcoin etfs might,0,chart show you re well buy bitcoin future etf investor new bitcoin etfs might
682,682,682,682,682,today gift eth lucky follower tweet,1,today gift eth lucky follower tweet
683,683,683,683,683,roi exchange airdropget frg exchange tokens miss exchange airdrop join,0,roi exchange airdropget frg exchange token miss exchange airdrop join
684,684,684,684,684,good project,1,good project
685,685,685,685,685,done hopefully chosen one giveaway thank oppo,0,do hopefully choose one giveaway thank oppo
686,686,686,686,686,lets please donated btc october pm saying femco lied bitc,0,lets please donate btc october pm say femco lie bitc
687,687,687,687,687,last dip ever see k imvest bitcoin secure financial future cryptocurrencies,0,last dip ever see k imv bitcoin secure financial future cryptocurrencie
688,688,688,688,688,impo bitcoin signal,1,impo bitcoin signal
689,689,689,689,689,lovecoin giveaway raffle contestretweet post amp post lovecoin address comment section,0,lovecoin giveaway raffle contestretweet post amp post lovecoin address comment section
690,690,690,690,690,good project,1,good project
691,691,691,691,691,quikyield airdrop task million qyu total airdrop pool listed pancakeswap sushiwap,1,quikyield airdrop task million qyu total airdrop pool list pancakeswap sushiwap
692,692,692,692,692,hot hot buying range coin rise target sl,1,hot hot buying range coin rise target sl
693,693,693,693,693,people lobby countries get money uk reason g,1,people lobby country get money uk reason g
694,694,694,694,694,thank god,0,thank god
695,695,695,695,695,keep simple keep fast,0,keep simple keep fast
696,696,696,696,696,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
697,697,697,697,697,cryptocurrency promises liberate monetary system clutches powerful instead mostly functions mak,1,cryptocurrency promise liberate monetary system clutch powerful instead mostly function mak
698,698,698,698,698,thrilled announce featured secures,1,thrill announce feature secure
699,699,699,699,699,attention bitcoin holders go claim free lovecoin tokens airdrop lovecoin,1,attention bitcoin holder go claim free lovecoin token airdrop lovecoin
700,700,700,700,700,olympic doge airdrop task millon olympicdoge referral millon olympicdoge airdrop,0,olympic doge airdrop task millon olympicdoge referral millon olympicdoge airdrop
701,701,701,701,701,k send,0,k send
702,702,702,702,702,gt ltrbt token capable gasless instant yield generation means holder,1,gt ltrbt token capable gasless instant yield generation mean holder
703,703,703,703,703,bitcoin classic forked successfully pa global ecological construction unr,0,bitcoin classic fork successfully pa global ecological construction unr
704,704,704,704,704,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
705,705,705,705,705,new xtblock reward wo xtt b wo xtt b referral pool start airdrop b,0,new xtblock reward wo xtt b wo xtt b referral pool start airdrop b
706,706,706,706,706,dips getting eaten fast k buy sent right back mcapinsane adve campaign chine,0,dip getting eat fast k buy send right back mcapinsane adve campaign chine
707,707,707,707,707,bitcoin missing history chain two inflation bugs,0,bitcoin miss history chain two inflation bug
708,708,708,708,708,bitcoin taught economics finance investing politics history psychology game theory technology regulation,0,bitcoin teach economic finance investing politic history psychology game theory technology regulation
709,709,709,709,709,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
710,710,710,710,710,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
711,711,711,711,711,crypto network team sending bnb lucky wallet follow tasks free bnb follow retweet,1,crypto network team send bnb lucky wallet follow task free bnb follow retweet
712,712,712,712,712,good project strong team predictable transparent road map planned projected thi,1,good project strong team predictable transparent road map plan project thi
713,713,713,713,713,gm everyone take risks brave keep going,1,gm everyone take risk brave keep go
714,714,714,714,714,away price discovery btc,1,away price discovery btc
715,715,715,715,715,nan,0,nan
716,716,716,716,716,nan,0,nan
717,717,717,717,717,nan,0,nan
718,718,718,718,718,check website,0,check website
719,719,719,719,719,said years make bull run look small made look c,0,say year make bull run look small make look c
720,720,720,720,720,quite dishea marvelous thing crypto changing things happening like thie,1,quite dishea marvelous thing crypto change thing happen like thie
721,721,721,721,721,nan,0,nan
722,722,722,722,722,hit today sec approved bitcoin etf,1,hit today sec approve bitcoin etf
723,723,723,723,723,landorc airdrop listed uniswap task lorc referral lorc,0,landorc airdrop list uniswap task lorc referral lorc
724,724,724,724,724,dips getting eaten fast k buy sent right back mcapinsane adve campaign chine,0,dip getting eat fast k buy send right back mcapinsane adve campaign chine
725,725,725,725,725,xf f b ee abf b defee ab,0,xf f b ee abf b defee ab
726,726,726,726,726,definitely going huge,1,definitely go huge
727,727,727,727,727,feel like bitcoin always successful investment asset rather successful medium exchange,1,feel like bitcoin always successful investment asset rather successful medium exchange
728,728,728,728,728,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sys,0,vrx next x btc eth bnb shib spell dot theta doge movr mina taboo sy
729,729,729,729,729,pigboss airdrop pigboss stars reward pigboss referral pigboss airdrop link http,0,pigboss airdrop pigboss star reward pigboss referral pigboss airdrop link http
730,730,730,730,730,read guardian noticed tweeted much subject since,0,read guardian notice tweet much subject since
731,731,731,731,731,team done great job small part benefits fux ready fly flux,1,team do great job small part benefit fux ready fly flux
732,732,732,732,732,nice project excited happy pa project hope project gain mor,1,nice project excite happy pa project hope project gain mor
733,733,733,733,733,airdrop axie dai round value ad referral ad telegram bot,0,airdrop axie dai round value ad referral ad telegram bot
734,734,734,734,734,impo bitcoin signal,1,impo bitcoin signal
